confidence_definition,config_path,created_at_utc,dataset_hash,dataset_path,eval_script,evalset,exact_match,f1,max_steps,model,model_short,num_eval_examples,num_train_epochs,predictions_path,run_id,seed,subset_draw_id,subset_fraction,subset_size,train_budget_type,train_dataset_hash,train_dataset_path,train_run_id,train_subset,metrics_path,addsent_drop_f1,addsent_drop_em,addonesent_drop_f1,addonesent_drop_em
joint,results/round3e_bert_base/configs/bert_base__full__frac1__seed42__same_epochs.yaml,2026-05-23T00:55:33Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,57.837078651685395,64.81502973414833,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__full__frac1__seed42__same_epochs__addsent.jsonl,bert_base__full__frac1__seed42__same_epochs__addsent,42,,1.0,87599,same_epochs,sha256:b6437a4d09a830d1e981cbffaeec7290aba72a15e419289db24e250f5ee775b1,data/qa/squad_train.jsonl,bert_base__full__frac1__seed42__same_epochs,full,results/round3e_bert_base/metrics/raw/bert_base__full__frac1__seed42__same_epochs__addsent.json,23.8054963938351,23.061691452382725,15.153150788829947,14.418635800766495
joint,results/round3e_bert_base/configs/bert_base__full__frac1__seed42__same_epochs.yaml,2026-05-23T00:54:27Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,80.89877010406812,88.62052612798342,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__full__frac1__seed42__same_epochs__squad_dev.jsonl,bert_base__full__frac1__seed42__same_epochs__squad_dev,42,,1.0,87599,same_epochs,sha256:b6437a4d09a830d1e981cbffaeec7290aba72a15e419289db24e250f5ee775b1,data/qa/squad_train.jsonl,bert_base__full__frac1__seed42__same_epochs,full,results/round3e_bert_base/metrics/raw/bert_base__full__frac1__seed42__same_epochs__squad_dev.json,23.8054963938351,23.061691452382725,15.153150788829947,14.418635800766495
joint,results/round3e_bert_base/configs/bert_base__full__frac1__seed87__same_epochs.yaml,2026-05-23T01:16:05Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,67.48740906547286,74.76140846355868,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__full__frac1__seed87__same_epochs__addonesent.jsonl,bert_base__full__frac1__seed87__same_epochs__addonesent,87,,1.0,87599,same_epochs,sha256:b6437a4d09a830d1e981cbffaeec7290aba72a15e419289db24e250f5ee775b1,data/qa/squad_train.jsonl,bert_base__full__frac1__seed87__same_epochs,full,results/round3e_bert_base/metrics/raw/bert_base__full__frac1__seed87__same_epochs__addonesent.json,21.724367984374325,21.263353991049506,13.567358593250162,13.354596610969907
joint,results/round3e_bert_base/configs/bert_base__full__frac1__seed87__same_epochs.yaml,2026-05-23T01:15:03Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,59.57865168539326,66.60439907243452,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__full__frac1__seed87__same_epochs__addsent.jsonl,bert_base__full__frac1__seed87__same_epochs__addsent,87,,1.0,87599,same_epochs,sha256:b6437a4d09a830d1e981cbffaeec7290aba72a15e419289db24e250f5ee775b1,data/qa/squad_train.jsonl,bert_base__full__frac1__seed87__same_epochs,full,results/round3e_bert_base/metrics/raw/bert_base__full__frac1__seed87__same_epochs__addsent.json,21.724367984374325,21.263353991049506,13.567358593250162,13.354596610969907
joint,results/round3e_bert_base/configs/bert_base__full__frac1__seed87__same_epochs.yaml,2026-05-23T01:14:00Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,80.84200567644277,88.32876705680884,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__full__frac1__seed87__same_epochs__squad_dev.jsonl,bert_base__full__frac1__seed87__same_epochs__squad_dev,87,,1.0,87599,same_epochs,sha256:b6437a4d09a830d1e981cbffaeec7290aba72a15e419289db24e250f5ee775b1,data/qa/squad_train.jsonl,bert_base__full__frac1__seed87__same_epochs,full,results/round3e_bert_base/metrics/raw/bert_base__full__frac1__seed87__same_epochs__squad_dev.json,21.724367984374325,21.263353991049506,13.567358593250162,13.354596610969907
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed13__same_epochs.yaml,2026-05-23T01:45:01Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,60.88416340235031,68.81762884963534,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed13__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw00__seed13__same_epochs__addonesent,13,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed13__same_epochs__addonesent.json,25.333777469380124,24.2780872301298,16.344493650281592,15.388305850251399
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed13__same_epochs.yaml,2026-05-23T01:44:03Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,51.99438202247191,59.82834503053681,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed13__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw00__seed13__same_epochs__addsent,13,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed13__same_epochs__addsent.json,25.333777469380124,24.2780872301298,16.344493650281592,15.388305850251399
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed13__same_epochs.yaml,2026-05-23T01:43:00Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.27246925260171,85.16212249991693,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed13__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw00__seed13__same_epochs__squad_dev,13,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed13__same_epochs__squad_dev.json,25.333777469380124,24.2780872301298,16.344493650281592,15.388305850251399
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed21__same_epochs.yaml,2026-05-23T01:54:29Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,60.660324566312255,68.5598198935443,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed21__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw00__seed21__same_epochs__addonesent,21,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed21__same_epochs__addonesent.json,25.15794678056286,23.778714402644752,16.35923429584622,15.309401072287557
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed21__same_epochs.yaml,2026-05-23T01:53:29Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,52.19101123595506,59.76110740882766,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed21__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw00__seed21__same_epochs__addsent,21,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed21__same_epochs__addsent.json,25.15794678056286,23.778714402644752,16.35923429584622,15.309401072287557
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed21__same_epochs.yaml,2026-05-23T01:52:26Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,75.96972563859981,84.91905418939052,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed21__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw00__seed21__same_epochs__squad_dev,21,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed21__same_epochs__squad_dev.json,25.15794678056286,23.778714402644752,16.35923429584622,15.309401072287557
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed42__same_epochs.yaml,2026-05-23T02:03:49Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,60.268606603245665,69.23260562035414,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed42__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw00__seed42__same_epochs__addonesent,42,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed42__same_epochs__addonesent.json,24.410090701102334,23.748578231798717,15.461540597823713,15.50244353866541
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed42__same_epochs.yaml,2026-05-23T02:02:51Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,52.02247191011236,60.284055517075515,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed42__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw00__seed42__same_epochs__addsent,42,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed42__same_epochs__addsent.json,24.410090701102334,23.748578231798717,15.461540597823713,15.50244353866541
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw00__seed42__same_epochs.yaml,2026-05-23T02:01:49Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,75.77105014191108,84.69414621817785,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw00__seed42__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw00__seed42__same_epochs__squad_dev,42,0.0,0.333,29170,same_epochs,sha256:5978474991d229ac9e980dcd0205eea7db2d343038022be909025d356ccc6381,data/subsets/round3e_bert/joint/random_frac0p333_draw00.jsonl,bert_base__random__frac0p333__draw00__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw00__seed42__same_epochs__squad_dev.json,24.410090701102334,23.748578231798717,15.461540597823713,15.50244353866541
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed13__same_epochs.yaml,2026-05-23T02:13:16Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,62.39507554560716,70.16104148128798,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed13__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw01__seed13__same_epochs__addonesent,13,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed13__same_epochs__addonesent.json,23.271382115840808,22.464043880815964,14.960425764678305,14.113912155433518
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed13__same_epochs.yaml,2026-05-23T02:12:17Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,54.04494382022472,61.85008513012548,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed13__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw01__seed13__same_epochs__addsent,13,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed13__same_epochs__addsent.json,23.271382115840808,22.464043880815964,14.960425764678305,14.113912155433518
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed13__same_epochs.yaml,2026-05-23T02:11:14Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.50898770104068,85.12146724596629,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed13__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw01__seed13__same_epochs__squad_dev,13,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed13__same_epochs__squad_dev.json,23.271382115840808,22.464043880815964,14.960425764678305,14.113912155433518
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed21__same_epochs.yaml,2026-05-23T02:22:52Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,62.39507554560716,69.9862904262341,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed21__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw01__seed21__same_epochs__addonesent,21,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed21__same_epochs__addonesent.json,23.392023546087195,22.194652025554618,15.346832302117235,14.322048390059813
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed21__same_epochs.yaml,2026-05-23T02:21:54Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,54.52247191011236,61.941099182264146,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed21__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw01__seed21__same_epochs__addsent,21,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed21__same_epochs__addsent.json,23.392023546087195,22.194652025554618,15.346832302117235,14.322048390059813
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed21__same_epochs.yaml,2026-05-23T02:20:52Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.71712393566698,85.33312272835134,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed21__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw01__seed21__same_epochs__squad_dev,21,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed21__same_epochs__squad_dev.json,23.392023546087195,22.194652025554618,15.346832302117235,14.322048390059813
